SKU*,Description
WH-WB-R2,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/WTB_logo.png"" style=""width: 200px; height: 43px;"" /></p>  <div id=""stcpDiv"" style=""position: absolute; top: -1999px; left: -1988px;"">And in keeping with Fulcrum<sup>®</sup> tradition, a change of name means better performance: the new milled rim is of a higher standard and the weight is set at 1735g.<br /> Thanks to the straight-head spokes and oversize hub, the wheel is also extremely reliable and reactive and can be put to full use on any race track or for long cycling trips with friends. - See more at: https://www.fulcrumwheels.com/en/collection/offroad/cross-country-trail-26/products/red-power-xl#sthash.tMWDQzwl.dpuf</div>  <p><span style=""font-size:16px;""><strong>Spec:</strong></span></p>  <p style=""margin: 0px; text-indent: 0px;""><span style=""font-size:14px;""><strong>Rims</strong></span></p>  <p style=""margin: 0px; text-indent: 0px;""><span style=""font-size:14px;"">WTB Freedom Tunnel Top</span></p>  <p style=""margin: 0px; text-indent: 0px;"">Wheel Size: 700C<br /> Internal width: 13mm<br /> Material: Alloy<br /> Brake Compatibility: V Brake<br /> CNC braking surface ( rim brakes )<br /> Fit tyre type: Clincher<br /> 14G ED Blake stainless steel spokes<br /> 12mm Brass CP nipples<br /> <br /> <strong>Front Hub</strong><br /> Novatec A171SB<br /> Material: Alloy<br /> Holes: 32<br /> Cauge: 14G<br /> Bearing: 2 Sealed<br /> Axle: 9x100mm QR<br /> <br /> <strong>Rear Hub</strong><br /> Novatec F272SB<br /> Material: Alloy<br /> Holes: 32<br /> Cauge: 14G<br /> Bearing: 4 Sealed<br /> Axle: 10x130mm QR<br /> Compatibility: Campy 11, 12 Speed<br /> <br /> <strong><span style=""font-size:14px;"">Tyres</span></strong><br /> Continental ULTRASPORT&nbsp; Road Tyre<br /> Size: 700 x 23C<br /> Bead: Folding<br /> Max Inflation PSI: 120<br /> VENZO FV48 inner tubes<br /> <br /> Compatibility: Campagnolo 11, 12 Speed<br /> Weight: 2930g/set=6.45lbs<br /> Package: Front and Rear Wheels with Tyres, Tubes, Hubs, Rim Tap, Quick Release<br /> Warranty: One Year</p>  <p>&nbsp;</p> "
YC-101-HANGER,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/970(6).jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>Free Up Garage Space</strong>: It's great for garage,home,apartment with limited space.Hanging the bike on wall means free up valuable space. No more mess! You have more space to storage other items! solution to organize your garage free up space?This is the one you're looking for.</li> 	<li><strong>Heavy Duty Bike Hangers</strong>: The hanger is fixed to the wall with 4 screws. Every hanger holds up to <strong>25kg or 55lbs</strong> ,it securely hold a normal bike on wall.(We highly recommend mount on stud.) The easy-to-take design makes it easy to take out and hang up the bike. You don't need to worry the hook will scratch the rim,as the hook cover with rubber.</li> 	<li><strong>Suitable for Most Bikes</strong>:&nbsp; Bikehand bike hanger is designed to fit most of bikes.Like Mountain Bike,Road Bike, Lady Beach Cruiser Bicycle etc. Fit all wheels size 14' to 29' in the range of the followings: (Max: Tire width: 2.4'. Max rim depth for 700c: 50mm with max tire width: 25c.)</li> 	<li><strong>Practical and durable</strong>：Simply installed,no assembly required.The fixed hook lets you hang and detach the bike in a second.Space saving,great for shed corner and garage storage.</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide a life time warranty! Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/P9gh2rcNacA"" width=""550""></iframe></p> "
YC-107F,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/YC-107F.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>2 IN 1</strong>: This tool is good for installing all bike headset cups &amp; all press fit bike bottom brackets.</li> 	<li><strong>EASY TO USE</strong>: 2 center fitting pieces need to be installed upside down to fit BB, please watch our video in the listing for more details.</li> 	<li><strong>PREVENT DAMAGING</strong>: Press in evenly top and bottom to avoid a damage on the bearings or cups.</li> 	<li><strong>HEAVY DUTY</strong>: Material: heavy duty steel. Weight: 1kg or 2.2 lbs.</li> 	<li><span style=""font-size:12px;""><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide a life time warranty! &nbsp;Made in Taiwan.</span></li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Ykjwo3vBJog?rel=0"" width=""560""></iframe></p> "
YC-109A,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/YC-109A.jpg"" style=""width: 970px;"" /></p>  <ul> 	<li><strong>SOLID &amp; STABLE:</strong> Solid one piece steel bike hub mount type. Hub mount type is approved one of the most stable bike rack.</li> 	<li><strong>COMPATIBILITY</strong>: Adjustable height to fit 26”, 27.5” , 29' and 700c bikes: Please note: there is some limitations to use the rack. It is best to be used with disc brake or none disc brake bikes as long as there is a gap between hub, spokes, disc brake rotor and frame.</li> 	<li><strong>RUBBER COATING</strong>: The holding arm are rubber coated to protect the frame and hubs. Rubber sleeve may wear and tear after a while. Do NOT worry, we have the sleeves for replacement.</li> 	<li><strong>EASY TO USE</strong>:Just place the rear hub axle into the holder. Fast and simple bike parking solution.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a LIFETIME WARRANTY!</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/lsBMdkfQje8"" width=""560""></iframe></p> "
YC-109AF,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/_DSC8285.jpg"" style=""width: 972px; height: 600px;"" /></p>  <ul> 	<li><strong>SOLID &amp; STABLE</strong>: Solid steel bike hub mount type. Hub mount type is approved one of the most stable bike rack.</li> 	<li><strong>COMPATIBILITY</strong>: Adjustable height to fit 20"", 24"",26”, 27.5” , 29"" and 700c bikes: Please note: there is some limitations to use the rack. It is best to be used with disc brake or none disc brake bikes as long as there is a gap between hub, spokes, disc brake rotor and frame.</li> 	<li><strong>FOLDABLE &amp; PORTABLE</strong> - A simple pull-knob will allow to fold the stand into a flat shape within seconds, saving storage when not in use or to carry it into the car when going riding. Your bikes will never be lying on the ground or leaning against buildings or trees anymore. Weight: 1900g (4.18 lbs).</li> 	<li><strong>RUBBER COATING</strong>: The holding arm are rubber coated to protect the frame and hubs. Rubber sleeve may wear and tear after a while. Do NOT worry, we have the sleeves for replacement.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/5I9piK5VT8U?rel=0&amp;controls=0&amp;showinfo=0"" width=""560""></iframe></p> "
YC-109AF-2,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/_DSC8285.jpg"" style=""width: 972px; height: 600px;"" /></p>  <ul> 	<li><strong>SOLID &amp; STABLE</strong>: Solid steel bike hub mount type. Hub mount type is approved one of the most stable bike rack.</li> 	<li><strong>COMPATIBILITY</strong>: Adjustable height to fit 20"", 24"",26”, 27.5” , 29"" and 700c bikes: Please note: there is some limitations to use the rack. It is best to be used with disc brake or none disc brake bikes as long as there is a gap between hub, spokes, disc brake rotor and frame.</li> 	<li><strong>FOLDABLE &amp; PORTABLE</strong> - A simple pull-knob will allow to fold the stand into a flat shape within seconds, saving storage when not in use or to carry it into the car when going riding. Your bikes will never be lying on the ground or leaning against buildings or trees anymore. Weight: 1900g (4.18 lbs).</li> 	<li><strong>RUBBER COATING</strong>: The holding arm are rubber coated to protect the frame and hubs. Rubber sleeve may wear and tear after a while. Do NOT worry, we have the sleeves for replacement.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/5I9piK5VT8U?rel=0&amp;controls=0&amp;showinfo=0"" width=""560""></iframe></p> "
YC-109AF-3,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/_DSC8285.jpg"" style=""width: 972px; height: 600px;"" /></p>  <ul> 	<li><strong>SOLID &amp; STABLE</strong>: Solid steel bike hub mount type. Hub mount type is approved one of the most stable bike rack.</li> 	<li><strong>COMPATIBILITY</strong>: Adjustable height to fit 20"", 24"",26”, 27.5” , 29"" and 700c bikes: Please note: there is some limitations to use the rack. It is best to be used with disc brake or none disc brake bikes as long as there is a gap between hub, spokes, disc brake rotor and frame.</li> 	<li><strong>FOLDABLE &amp; PORTABLE</strong> - A simple pull-knob will allow to fold the stand into a flat shape within seconds, saving storage when not in use or to carry it into the car when going riding. Your bikes will never be lying on the ground or leaning against buildings or trees anymore. Weight: 1900g (4.18 lbs).</li> 	<li><strong>RUBBER COATING</strong>: The holding arm are rubber coated to protect the frame and hubs. Rubber sleeve may wear and tear after a while. Do NOT worry, we have the sleeves for replacement.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/5I9piK5VT8U?rel=0&amp;controls=0&amp;showinfo=0"" width=""560""></iframe></p> "
YC-109AF-P,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/_DSC8285.jpg"" style=""width: 972px; height: 600px;"" /></p>  <ul> 	<li><strong>SOLID &amp; STABLE</strong>: Solid steel bike hub mount type. Hub mount type is approved one of the most stable bike rack.</li> 	<li><strong>COMPATIBILITY</strong>: Adjustable height to fit 20"", 24"",26”, 27.5” , 29"" and 700c bikes: Please note: there is some limitations to use the rack. It is best to be used with disc brake or none disc brake bikes as long as there is a gap between hub, spokes, disc brake rotor and frame.</li> 	<li><strong>FOLDABLE &amp; PORTABLE</strong> - A simple pull-knob will allow to fold the stand into a flat shape within seconds, saving storage when not in use or to carry it into the car when going riding. Your bikes will never be lying on the ground or leaning against buildings or trees anymore. Weight: 1900g (4.18 lbs).</li> 	<li><strong>RUBBER COATING</strong>: The holding arm are rubber coated to protect the frame and hubs. Rubber sleeve may wear and tear after a while. Do NOT worry, we have the sleeves for replacement.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/5I9piK5VT8U?rel=0&amp;controls=0&amp;showinfo=0"" width=""560""></iframe></p> "
YC-112LW,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/bikehand.jpg"" style=""border: 0px; margin: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal; color: rgb(105, 105, 105); width: 410px; height: 59px;"" /><br style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"" /> <strong><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"">Repair for the better ride ! BIKE HAND was established in 1988. We has been manufacturing bicycle specific tools around world and hold many patents of innovation. Our dedication to development and innovation has made BIKE HAND the home of professional bicycle tools manufacturer.</span></strong></p>  <ul> 	<li><strong>Oversized Adjustable Hacksaw Guide</strong></li> 	<li><strong>Cut on Seatpost, fork steerer tube and handlebar</strong></li> 	<li><strong>Airfoil shaped seat posts up to 80mm or round tube from 25.4mm to 45mm in diameter</strong></li> 	<li><strong><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"">Top Quality Made in Taiwan</span></strong></li> 	<li><strong><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"">Warranty: 5 Years</span></strong></li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/17KSS9dTzyQ?rel=0"" width=""560""></iframe></p> "
YC-112LWA,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/bikehand.jpg"" style=""border: 0px; margin: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal; color: rgb(105, 105, 105); width: 410px; height: 59px;"" /><br style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"" /> <strong><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"">Repair for the better ride ! BIKE HAND was established in 1988. We has been manufacturing bicycle specific tools around world and hold many patents of innovation. Our dedication to development and innovation has made BIKE HAND the home of professional bicycle tools manufacturer.</span></strong></p>  <ul> 	<li><strong>Oversized Adjustable Hacksaw Guide</strong></li> 	<li><strong>Cut on Seatpost, fork steerer tube and handlebar</strong></li> 	<li><strong>Airfoil shaped seat posts up to 80mm or round tube from 25.4mm to 45mm in diameter</strong></li> 	<li><strong><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"">Top Quality Made in Taiwan</span></strong></li> 	<li><strong><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12.222222328186035px; line-height: normal;"">Warranty: 5 Years</span></strong></li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/17KSS9dTzyQ?rel=0"" width=""560""></iframe></p> "
YC-1251,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/YC-1251.jpg"" style=""width: 1600px; height: 990px;"" /></p>  <p>&nbsp;</p>  <ul> 	<li><strong>TOOL 1</strong>: BIKEHAND YC-515: Tool for install and remove pedal, cassette. 2 sides of 15mm pedal wrench combines with freewheel turner. Rubber wrapped handle, grips comfortably. Weight: 350g=0.77lbs.</li> 	<li><strong>TOOL 2</strong>: BIKEHAND YC-126-1A: Tool for install and remove Shimano HG cassette. Comes with the guide pin for stably installing and removing. Use with 24mm wrench or 1/2'' driver. Weight: 82g=0.18lbs</li> 	<li><strong>HEAT TREATED</strong>: Heat treated high quality steel constructed for long time using. Professional Bicycle 15mm wrench for installation and removal of pedal without scratching the crank arms.</li> 	<li><strong>PRECISELY MACHINED</strong>: The slots are precisely machined extra heavy duty steel to match the pedal spindles perfectly.</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide a life time warranty ! Made in Taiwan.</li> </ul>  <div style=""background-color: rgb(255, 255, 255);"">&nbsp; <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Xq8U7cJF1MM?rel=0"" width=""560""></iframe></p> </div> "
YC-126-1A,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/YC-126-1A.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>COMPATIBILITY</strong>: Tool for install and remove Shimano HG or Sram cassette. Comes with the guide pin for stably installing and removing.</li> 	<li><strong>TORQUE WRENCH</strong>: Compatible with 24mm or 1/2'' driver torque wrench for more accurate installation. Weight: 82g=0.18lbs.</li> 	<li><strong>PRECISELY MACHINED</strong>: The cassette tool is precisely machined to match the cassette lockring teeth perfectly.</li> 	<li><strong>HARDENED STEEL</strong>: Heat treated high quality steel constructed for long time use.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <div style=""background-color: rgb(255, 255, 255);"">&nbsp; <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Xq8U7cJF1MM?rel=0"" width=""560""></iframe></p> </div> "
